code	legality	section	field	text
E27.01	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Fired (Y/N) + side
E27.02	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	z magnitude behind the fire
E27.03	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Count of fires in trailing window (density)
E27.04	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	First-fire-in-N flag
E27.05	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Fired AT a new extreme flag
E27.06	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	With-trend vs counter-trend fire
E27.07	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Consecutive-fire streak
E27.08	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Co-fire with abnormal-velocity flag
E27.09	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Co-fire with liquidation presence
E27.10	ENTRY-LEGAL	D. Effort / Result (Step 4)	E/R neon border flag	Fire followed by direction flip (study join)
E28.01	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Raw multiple
E28.02	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	STRONG flag: >= 1.2 (stats-box highlight)
E28.03	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Squeeze-violence ramp value (1.30-3.00)
E28.04	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Mild-pace ramp value (1.00-2.20)
E28.05	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Percentile / z vs window
E28.06	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Speed streak (consecutive > 1x)
E28.07	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Speed acceleration vs prior
E28.08	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	QUIET flag: < 1.0 (Y/N)
E28.09	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Day-rank of speed
E28.10	ENTRY-LEGAL	E. Pace & Velocity	vol_mult	Speed x direction interaction (fast up vs fast down)
E29.01	ENTRY-LEGAL	E. Pace & Velocity	vel	Raw units/s / log pace
E29.02	ENTRY-LEGAL	E. Pace & Velocity	vel	Percentile / z vs trailing window
E29.03	ENTRY-LEGAL	E. Pace & Velocity	vel	Same-UTC-hour normalized pace
E29.04	ENTRY-LEGAL	E. Pace & Velocity	vel	Pace streak
E29.05	ENTRY-LEGAL	E. Pace & Velocity	vel	Pace acceleration
E29.06	ENTRY-LEGAL	E. Pace & Velocity	vel	Day-max pace flag (Y/N)
E29.07	ENTRY-LEGAL	E. Pace & Velocity	vel	Pace regime class (quiet/normal/hot)
E29.08	ENTRY-LEGAL	E. Pace & Velocity	vel	Pace vs range coupling (fast AND wide?)
E29.09	ENTRY-LEGAL	E. Pace & Velocity	vel	Pace vs spread regime (6h BBO join)
E29.10	ENTRY-LEGAL	E. Pace & Velocity	vel	Trailing-30 mean pace (the flag's denominator)
E30.01	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Fired (Y/N)
E30.02	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Ratio value (5x..10x+)
E30.03	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	CAPPED flag (>= 10x)
E30.04	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Fires count in trailing window (cluster density)
E30.05	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	First-after-quiet flag
E30.06	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Fire direction (bucket up/down)
E30.07	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Fired AT a sweep flag
E30.08	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Co-fire with liquidation flag
E30.09	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Co-fire with E/R neon flag
E30.10	ENTRY-LEGAL	E. Pace & Velocity	abnormal-velocity flag	Cluster id / time since previous fire
E31.01	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Current level
E31.02	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Slope over trailing window (regime drift)
E31.03	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Stability (variance) of the baseline
E31.04	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Percentile vs the day
E31.05	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Jump flag (recent step-change)
E31.06	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Time since last regime change
E31.07	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Ratio to day mean
E31.08	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Session-profile position (hour curve)
E31.09	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Baseline freshness (window fill)
E31.10	ENTRY-LEGAL	E. Pace & Velocity	avg_velocity	Cross-check: implied buckets/hour
E32.01	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Current size
E32.02	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Recalibration delta (latest change)
E32.03	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Slope of target over the day
E32.04	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Ratio to day-mean target
E32.05	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Stability (variance)
E32.06	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Implied buckets/hour at current pace
E32.07	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Percentile vs history
E32.08	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Jump flag (regime resize)
E32.09	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Timeframe-relative scale (1m vs 5m ladder)
E32.10	ENTRY-LEGAL	E. Pace & Velocity	target_vol	Time since last recalibration
E33.01	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Buyer multiplier / seller multiplier values
E33.02	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Dominant side label
E33.03	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	ABSORB-fire read: >= 1.20 ramp (1.20-2.00)
E33.04	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	TRANSLATE read ramp (1.30-2.00)
E33.05	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Percentile of each vs day
E33.06	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Slope over the selection window
E33.07	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Both-elevated flag (Y/N)
E33.08	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Crossover proximity (bull vs bear lines)
E33.09	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Stability of the z-baseline (window health)
E33.10	ENTRY-LEGAL	F. Exhaustion (Step 5)	b_mult / s_mult	Multiplier at bucket extremes vs mid
E34.01	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Score 0..1 + side
E34.02	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	FIRED flag above threshold (Y/N)
E34.03	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Weakest-leg name (what limited the score)
E34.04	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Per-leg values (3 features)
E34.05	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Percentile of score vs window
E34.06	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Fired streak / decay since last fire
E34.07	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	First-fire-in-N flag
E34.08	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Fired AT new extreme flag
E34.09	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Co-fire with reclaim (squeeze-completion candidate)
E34.10	ENTRY-LEGAL	F. Exhaustion (Step 5)	gated true-exhaustion	Score slope across the last 5 buckets
E35.01	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Crossover occurred in selection (Y/N) + direction
E35.02	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Diamond count in the selection
E35.03	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Bull-line slope / bear-line slope
E35.04	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Spread between the two lines (dominance margin)
E35.05	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Buckets since last cross
E35.06	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Confirmed vs forming state of latest cross
E35.07	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Cross at a price extreme flag
E35.08	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Double-cross whipsaw flag
E35.09	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Line values at the selected bucket
E35.10	ENTRY-LEGAL	F. Exhaustion (Step 5)	exhaustion lines + crossover	Alignment with the state verdict (Y/N)
E36.01	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	Raw s
E36.02	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	VALIDATED flag: s >= 0.60 (Y/N)
E36.03	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	Percentile / z vs window
E36.04	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	High-s streak
E36.05	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	s slope over last 5 buckets
E36.06	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	s x delta-fraction interaction (one-sided AND absorbed = wall)
E36.07	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	Absorbed-side inference (with delta sign)
E36.08	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	s regime mean
E36.09	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	s at price extreme flag (absorption at highs/lows)
E36.10	ENTRY-LEGAL	G. Absorption & Effective Aggression	suppression score s	Rank of s within the day
E37.01	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Absolute absorbed volume + side
E37.02	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Percentile / z vs window
E37.03	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Day-rank of absorbed volume
E37.04	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Absorbed share of trailing-N volume
E37.05	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Absorption streak per side
E37.06	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Absorption acceleration
E37.07	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Adaptive-zone crossing flag (display zones)
E37.08	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Validated-strength dot present (Y/N)
E37.09	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Absorption at extreme location flag
E37.10	ENTRY-LEGAL	G. Absorption & Effective Aggression	bull/bear absorption (V*s)	Bull-vs-bear absorption dominance ratio
E38.01	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Absolute eff-agg + side
E38.02	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Percentile / z
E38.03	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Day-rank
E38.04	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Eff-agg share of trailing-N volume
E38.05	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Dominance ratio vs absorption
E38.06	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Eff-agg streak per side
E38.07	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Acceleration
E38.08	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Zone-crossing flag
E38.09	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Partition sanity: V*s + V*(1-s) == V (audit feature)
E38.10	ENTRY-LEGAL	G. Absorption & Effective Aggression	effective aggression V*(1-s)	Eff-agg per tick moved (thrust efficiency)
E39.01	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Present (Y/N) + side
E39.02	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Count in trailing window
E39.03	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	First-in-N flag
E39.04	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Consecutive-dot streak
E39.05	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Dot at new high/low flag
E39.06	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Co-fire with exhaustion fire
E39.07	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Co-fire with liquidation presence
E39.08	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Dot preceded direction flip (study join)
E39.09	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Dot density regime (dots per 100 buckets)
E39.10	ENTRY-LEGAL	G. Absorption & Effective Aggression	validated-strength dot	Side-switch of dots flag
E40.01	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	In-zone (Y/N) per zone
E40.02	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Zone width (current adaptive setting)
E40.03	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Distance to nearest zone edge
E40.04	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Dwell time in zone (buckets)
E40.05	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Zone entries count in selection
E40.06	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Breach direction of last exit
E40.07	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Zone percentile setting (slider state)
E40.08	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Dwell streak
E40.09	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Zone vs validated-dot agreement
E40.10	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption/eff-agg zones	Zone regime (tight/wide adaptive state)
E41.01	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Marks count in bucket
E41.02	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Side split of marks
E41.03	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Largest mark size
E41.04	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Marks at bucket extremes flag
E41.05	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Mark price-band width
E41.06	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Marks clustering (bursts vs spread)
E41.07	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Mark-to-close displacement (did price leave the mark?)
E41.08	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Marks per minute
E41.09	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Mark co-location with a heatmap wall
E41.10	ENTRY-LEGAL	G. Absorption & Effective Aggression	absorption marks	Iceberg-side classification share (buy vs sell)
E42.01	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Traded-level count
E42.02	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Top-3 level concentration share
E42.03	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Volume-weighted mean price vs close (settle skew)
E42.04	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Profile skewness (volume tilt)
E42.05	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Profile kurtosis (fat middle vs barbell)
E42.06	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Max single-level side imbalance (b:s odds)
E42.07	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Single-print level count (thin spots)
E42.08	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Profile shape class: P / b / D
E42.09	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Low-volume-node presence + nearest LVN distance
E42.10	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	High-volume-node distance to close
E42.11	ENTRY-LEGAL	H. The Footprint Ladder (levels)	levels {price:{b,s}}	Buy-vs-sell tilt by range third (top/mid/bottom loading)
E43.01	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	POC share of curr_vol
E43.02	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	Percentile / z of the share
E43.03	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	DOMINANT-POC flag (share > threshold)
E43.04	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	POC vs 2nd-node ratio (peakedness)
E43.05	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	Dominant-POC streak
E43.06	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	THIN-POC flag (weak control)
E43.07	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	Buy:sell split AT the POC
E43.08	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	POC-share regime mean
E43.09	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	POC share x poc_pos interaction (strong control at extreme)
E43.10	ENTRY-LEGAL	H. The Footprint Ladder (levels)	POC volume / share	Day-rank of POC share
E44.01	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Flagged-level count + side split
E44.02	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Max imbalance multiple on the ladder
E44.03	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	STACKED flag: consecutive flagged levels (Y/N + depth)
E44.04	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Stack side (buyer wall vs seller wall)
E44.05	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Stack at bucket extreme flag
E44.06	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Flag density percentile vs window
E44.07	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	First-stack-in-N flag
E44.08	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Stack vs close side (did price respect the stack?)
E44.09	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Neon count per side
E44.10	ENTRY-LEGAL	H. The Footprint Ladder (levels)	per-level imbalance flag	Diagonal-imbalance read across adjacent levels
E45.01	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Level count / dispersion in ticks
E45.02	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Dispersion percentile vs window
E45.03	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	FAT profile flag / THIN profile flag
E45.04	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Dispersion vs range ratio
E45.05	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	z-score of dispersion
E45.06	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Fat/thin streak
E45.07	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Dispersion regime mean
E45.08	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Auction-type tag: grind vs sweep
E45.09	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Single-print tail flag (unfinished business at an extreme)
E45.10	ENTRY-LEGAL	H. The Footprint Ladder (levels)	ladder depth / dispersion	Dispersion per unit volume
E46.01	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Value-area (70%) width + position vs close
E46.02	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	VA overlap vs prior bucket (acceptance/rejection)
E46.03	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Top-vs-bottom loading index
E46.04	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Unfinished-auction flag at high / at low
E46.05	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	LVN / HVN map (counts + nearest distances)
E46.06	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Profile entropy (auction dispersion)
E46.07	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Delta-by-level tilt (where the net aggression sat)
E46.08	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Mid-range acceptance share
E46.09	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Poor-high / poor-low flags
E46.10	ENTRY-LEGAL	H. The Footprint Ladder (levels)	further derivables	Composite profile tag for pattern joins
E47.01	ENTRY-LEGAL	I. Forced Liquidations	liq_short	Absolute + /vol fraction
E47.02	ENTRY-LEGAL	I. Forced Liquidations	liq_short	z / percentile vs window
E47.03	ENTRY-LEGAL	I. Forced Liquidations	liq_short	FIRED flag: fraction >= 0.03 (LIQ ramp floor)
E47.04	ENTRY-LEGAL	I. Forced Liquidations	liq_short	VIOLENT flag: fraction >= 0.20
E47.05	ENTRY-LEGAL	I. Forced Liquidations	liq_short	Liq-short streak
E47.06	ENTRY-LEGAL	I. Forced Liquidations	liq_short	Day-rank
E47.07	ENTRY-LEGAL	I. Forced Liquidations	liq_short	Co-fire with up-move (squeeze corroboration)
E47.08	ENTRY-LEGAL	I. Forced Liquidations	liq_short	First-after-quiet flag
E47.09	ENTRY-LEGAL	I. Forced Liquidations	liq_short	Share of window's total liq-short
E47.10	ENTRY-LEGAL	I. Forced Liquidations	liq_short	Acceleration vs prior bucket
E48.01	ENTRY-LEGAL	I. Forced Liquidations	liq_long	Absolute + /vol fraction
E48.02	ENTRY-LEGAL	I. Forced Liquidations	liq_long	z / percentile
E48.03	ENTRY-LEGAL	I. Forced Liquidations	liq_long	FIRED flag (>= 0.03)
E48.04	ENTRY-LEGAL	I. Forced Liquidations	liq_long	VIOLENT flag (>= 0.20)
E48.05	ENTRY-LEGAL	I. Forced Liquidations	liq_long	Liq-long streak
E48.06	ENTRY-LEGAL	I. Forced Liquidations	liq_long	Day-rank
E48.07	ENTRY-LEGAL	I. Forced Liquidations	liq_long	Co-fire with down-move (long-squeeze corroboration)
E48.08	ENTRY-LEGAL	I. Forced Liquidations	liq_long	First-after-quiet flag
E48.09	ENTRY-LEGAL	I. Forced Liquidations	liq_long	Share of window's total liq-long
E48.10	ENTRY-LEGAL	I. Forced Liquidations	liq_long	Acceleration
E49.01	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Total-liq fraction
E49.02	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Side-dominance of forced flow
E49.03	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	COIL-band flag: absorbed liqs inside compression (0.03-0.15)
E49.04	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	BOTH-SIDES liq flag
E49.05	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Percentile of total fraction
E49.06	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Cluster count in trailing window
E49.07	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Buckets since last liq event
E49.08	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Liq vs delta alignment (forced flow with or against)
E49.09	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Liq at price extremes flag
E49.10	ENTRY-LEGAL	I. Forced Liquidations	liq fractions	Cascade shape: rising liq sequence across buckets
E50.01	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Counts per bin (vector feature)
E50.02	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Large-count share (bins >= p95 anchor)
E50.03	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Small-count share (bins <= ~p50)
E50.04	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Count entropy across bins
E50.05	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Highest occupied bin (largest print class)
E50.06	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	WHALE-print count (bins >= p99)
E50.07	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	ZERO-LARGE flag (no large prints at all)
E50.08	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Large-count percentile vs window
E50.09	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Large-count streak
E50.10	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_cb / sz_cs	Buy-vs-sell count skew per size class
E51.01	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	Volume per bin (vector feature)
E51.02	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	LARGE-volume share of bucket
E51.03	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	WHALE-volume share
E51.04	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	SMALL-volume share
E51.05	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	Side split of large volume
E51.06	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	Max-bin volume + its bin index
E51.07	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	z / percentile of large share
E51.08	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	Large-share streak
E51.09	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	Dominance flip of large volume side
E51.10	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	sz_vb / sz_vs	Volume entropy across bins
E52.01	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Large net side: large-buy minus large-sell
E52.02	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Large delta as % of bucket delta
E52.03	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Small net side
E52.04	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	LARGE-vs-SMALL divergence flag (opposed)
E52.05	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Large-participation trend over trailing N
E52.06	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Whale present (Y/N)
E52.07	ENTRY-LEGAL	J. Trade-Size Classification (since 2026-06-30)	LARGE/SMALL/WHALE slices	Large share of total delta
